doc,half1,half2
DUK_2016Q2,0.01756697408871322,0.011627906976744186
DUK_2016Q3,0.022481265611990008,0.01775147928994083
DUK_2016Q4,0.025177025963808025,0.008560311284046693
DUK_2017Q1,0.021384928716904276,0.007079646017699115
DUK_2017Q2,0.02542911633820725,0.0048134777376654635
DUK_2017Q3,0.013691931540342298,0.00832639467110741
DUK_2017Q4,0.01867641088103938,0.00572655690765927
DUK_2018Q1,0.00608044901777362,0.006666666666666667
DUK_2018Q2,0.007336757153338224,0.0
DUK_2018Q3,0.012678288431061807,0.0014326647564469914
DUK_2018Q4,0.023348017621145373,0.0070921985815602835
DUK_2019Q1,0.023450586264656615,0.003714020427112349
DUK_2019Q2,0.016160626836434867,0.009302325581395349
DUK_2019Q3,0.022880915236609463,0.020618556701030927
DUK_2019Q4,0.022564102564102566,0.0019083969465648854
DUK_2020Q1,0.01017293997965412,0.0052122114668652275
DUK_2020Q2,0.008037825059101654,0.02914572864321608
DUK_2020Q3,0.021617293835068056,0.010509296685529508
DUK_2020Q4,0.031767337807606266,0.01403180542563143
DUK_2021Q1,0.029030585795749093,0.02770330652368186
DUK_2021Q2,0.04979004199160168,0.019444444444444445
DUK_2021Q3,0.030573248407643312,0.01061320754716981
DUK_2021Q4,0.029192546583850933,0.0192131747483989
DUK_2022Q1,0.003708281829419036,0.017447199265381085
DUK_2022Q2,0.02008269344359126,0.022644927536231884
DUK_2022Q3,0.014099783080260303,0.012287334593572778
DUK_2022Q4,0.013468013468013467,0.010277492291880781
DUK_2023Q1,0.009615384615384616,0.00980392156862745
DUK_2023Q2,0.018545994065281898,0.0029239766081871343
DUK_2023Q3,0.00837138508371385,0.009592326139088728
DUK_2023Q4,0.011350059737156512,0.0011806375442739079
DUK_2024Q1,0.010833333333333334,0.009966777408637873
DUK_2024Q2,0.01192368839427663,0.01348747591522158
DUK_2024Q3,0.007549361207897794,0.012207527975584944
DUK_2024Q4,0.006267409470752089,0.0040650406504065045
F_2008Q1,0.0040551500405515,0.0
F_2008Q2,0.004644515898535191,0.004996431120628123
F_2008Q4,0.011213047910295617,0.0
F_2009Q1,0.0033755274261603376,0.002171552660152009
F_2009Q2,0.0029411764705882353,0.0
F_2009Q3,0.0012953367875647669,0.0008438818565400844
F_2009Q4,0.001984126984126984,0.005235602094240838
F_2010Q1,0.008466603951081843,0.001455604075691412
F_2010Q2,0.006486486486486486,0.0
F_2010Q3,0.0007412898443291327,0.0
F_2010Q4,0.000564334085778781,0.0007147962830593281
F_2011Q1,0.0010162601626016261,0.001890359168241966
F_2011Q2,0.0008976660682226212,0.004932182490752158
F_2011Q3,0.0006798096532970768,0.0
F_2011Q4,0.00035829451809387314,0.000564652738565782
F_2012Q1,0.0,0.0
F_2012Q2,0.007633587786259542,0.024793388429752067
F_2012Q3,0.0008791208791208791,0.0011947431302270011
F_2013Q1,0.0022114108801415304,0.0011661807580174927
F_2013Q2,0.0035971223021582736,0.0
F_2013Q3,0.002796644027167399,0.0015527950310559005
F_2013Q4,0.0008984725965858042,0.0018281535648994515
F_2014Q1,0.008287292817679558,0.0
F_2014Q2,0.0004063388866314506,0.0011198208286674132
F_2014Q3,0.0005485463521667581,0.0030193236714975845
F_2014Q4,0.001080691642651297,0.0025364616360177552
F_2015Q1,0.0009157509157509158,0.0006485084306095979
F_2015Q2,0.0014326647564469914,0.0
F_2015Q3,0.0,0.00234192037470726
F_2015Q4,0.001415762151958471,0.0
F_2016Q1,0.0,0.0005847953216374269
F_2016Q2,0.0,0.0
